record_name	protein_id	gene	locus_tag	EC_number	product	db_xref
NC_003197	NP_459291.1		STM0293		hypothetical protein	GeneID:1251812
NC_003197	NP_459292.1		STM0294		phosphotriesterase	GeneID:1251813
NC_003197	NP_459293.1		STM0295		putative cytoplasmic protein	GeneID:1251814
NC_003197	NP_446753.1		STM0296		putative cytoplasmic protein	GeneID:2673756
NC_003197	NP_459297.1	safA	STM0299		putative outer membrane protein	GeneID:1251818
NC_003197	NP_459298.1	safB	STM0300		putative fimbriae assembly chaparone	GeneID:1251819
NC_003197	NP_459299.1	safC	STM0301		pilin outer membrane usher protein SafC	GeneID:1251820
NC_003197	NP_459300.1	safD	STM0302		pilin structural protein SafD	GeneID:1251821
NC_003197	NP_459301.1	ybeJ	STM0303		carbohydrate transporter	GeneID:1251822
NC_003197	NP_459302.1	sinR	STM0304		transcriptional regulator	GeneID:1251823
NC_003197	NP_459303.1		STM0305		hypothetical protein	GeneID:1251824
NC_003197	NP_459304.1		STM0306		adhesin	GeneID:1251825
NC_003197	NP_459305.1		STM0307		hypothetical protein	GeneID:1251826
NC_003197	NP_459306.1	yafV	STM0308		putative amidohydrolase	GeneID:1251827
NC_003197	NP_459307.1	yafH	STM0309	1.3.99.-	putative acyl-CoA dehydrogenase	GeneID:1251828
NC_003197	NP_459308.1	ghmA	STM0310	5.-.-.-	phosphoheptose isomerase	GeneID:1251829
NC_003197	NP_459309.1	yafJ	STM0311		class II glutamine amidotransferase	GeneID:1251830
NC_003197	NP_459310.1	yafK	STM0312		transpeptidase	GeneID:1251831
NC_003197	NP_459311.1	dinP	STM0313		DNA polymerase IV	GeneID:1251832
NC_003197	NP_459312.1	prfH	STM0315		peptide chain release factor H	GeneID:1251834
NC_003197	NP_459313.1	pepD	STM0316		cytosol nonspecific dipeptidase	GeneID:1251835
NC_003197	NP_459314.1	gpt	STM0317	2.4.2.22	xanthine phosphoribosyltransferase	GeneID:1251836
NC_003197	NP_459315.1	yafA	STM0318		fermentation/respiration switch protein	GeneID:1251837
NC_003197	NP_459316.1	crl	STM0319		sigma factor-binding protein Crl	GeneID:1251838
NC_003197	NP_459317.1	phoE	STM0320		phosphoporin PhoE	GeneID:1251839
NC_003197	NP_459318.1	proB	STM0321	2.7.2.11	glutamate 5-kinase	GeneID:1251840
NC_003197	NP_459319.1	proA	STM0322	1.2.1.41	glutamate-5-semialdehyde dehydrogenase	GeneID:1251841
NC_003197	NP_446779.1		STM0324		putative inner membrane protein	GeneID:1251843
NC_003197	NP_459321.1		STM0325		transposase	GeneID:1251844
NC_003197	NP_459322.1		STM0327		hypothetical protein	GeneID:1251846
NC_003197	NP_459323.3		STM0328		putative permease	GeneID:1251847
NC_003197	NP_459324.1		STM0329		3-isopropylmalate dehydratase large subunit	GeneID:1251848
NC_003197	NP_459325.1		STM0330		3-isopropylmalate dehydratase small subunit	GeneID:1251849
NC_003197	NP_459326.1		STM0331		5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	GeneID:1251850
NC_003197	NP_459327.1		STM0332		hydrolase	GeneID:1251851
NC_003197	NP_459328.1		STM0333		putative LysR family transcriptional regulator	GeneID:1251852
NC_003197	NP_459329.1		STM0334		putative cytoplasmic protein	GeneID:1251853
NC_003197	NP_459330.1		STM0335		hypothetical protein	GeneID:1251854
NC_003197	NP_459331.1	stbE	STM0336		fimbrial assembly protein	GeneID:1251855
NC_003197	NP_459332.1	stbD	STM0337		fimbrial protein	GeneID:1251856
NC_003197	NP_459333.1	stbC	STM0338		fimbrial assembly protein	GeneID:1251857
NC_003197	NP_459334.1	stbB	STM0339		fimbrial chaperone protein StbB	GeneID:1251858
NC_003197	NP_459335.1	stbA	STM0340		fimbrial protein	GeneID:1251859
NC_003197	NP_459336.1		STM0341		putative inner membrane protein	GeneID:1251860
NC_003197	NP_459337.1		STM0342		putative periplasmic protein	GeneID:1251861
NC_003197	NP_459338.1		STM0343		putative diguanylate cyclase/phosphodiesterase domain 1	GeneID:1251862
NC_003197	NP_459339.1		STM0344		putative response regulator	GeneID:1251863
NC_003197	NP_459340.1		STM0345		hypothetical protein	GeneID:1251864
NC_003197	NP_459341.1		STM0346		hypothetical protein	GeneID:1251865
NC_003197	NP_459342.1		STM0347		transcriptional regulator	GeneID:1251866
NC_003197	NP_459343.1		STM0348		hypothetical protein	GeneID:1251867
NC_003197	NP_459344.1		STM0349		hypothetical protein	GeneID:1251868
NC_003197	NP_459345.3		STM0350		homology to outer membrane efflux protein	GeneID:1251869
NC_003197	NP_459346.1		STM0351		multidrug efflux RND transporter permease subunit	GeneID:1251870
NC_003197	NP_459347.3		STM0352		efflux transporter periplasmic adaptor subunit	GeneID:1251871
NC_003197	NP_459348.1		STM0353	3.6.1.-	copper-translocating P-type ATPase	GeneID:1251872
NC_003197	NP_459349.1		STM0354		Cu(I)-responsive transcriptional regulator	GeneID:1251873
NC_003197	NP_459350.1		STM0355		heavy metal transport/detoxification protein	GeneID:1251874
NC_003197	NP_459351.1		STM0356		MFS transporter	GeneID:1251875
NC_003197	NP_459352.1	mod	STM0357		restriction endonuclease	GeneID:1251876
NC_003197	NP_459353.3	res	STM0358		DNA restriction (DNA helicase)	GeneID:1251877
NC_003197	NP_459354.1		STM0359		hypothetical protein	GeneID:1251878
NC_003197	NP_459355.1		STM0360	1.10.3.-', '1.2.1.41	cytochrome ubiquinol oxidase subunit I	GeneID:1251879
NC_003197	NP_459356.1		STM0361	1.10.3.-', '1.2.1.41	cytochrome BD2 subunit II	GeneID:1251880
NC_003197	NP_459357.2		STM0362		DUF2474 domain-containing protein	GeneID:1251881
NC_003197	NP_459358.1		STM0363		AraC family transcriptional regulator	GeneID:1251882
NC_003197	NP_459359.1	foxA	STM0364		ferrioxamine receptor	GeneID:1251883
NC_003197	NP_459360.1	yahN	STM0365		hypothetical protein	GeneID:1251884
NC_003197	NP_459361.1	yahO	STM0366		hypothetical protein	GeneID:1251885
NC_003197	NP_459362.1	prpR	STM0367		propionate catabolism operon regulatory protein PrpR	GeneID:1251886
NC_003197	NP_459363.1	prpB	STM0368	2.7.8.23	methylisocitrate lyase	GeneID:1251887
NC_003197	NP_459364.1	prpC	STM0369	2.3.3.5	2-methylcitrate synthase	GeneID:1251888
NC_003197	NP_459365.1	prpD	STM0370		2-methylcitrate dehydratase	GeneID:1251889
NC_003197	NP_459366.1	prpE	STM0371		propionate--CoA ligase	GeneID:1251890
NC_003197	NP_459367.1	hemB	STM0372	4.2.1.24	delta-aminolevulinic acid dehydratase	GeneID:1251891
NC_003197	NP_459368.1	yaiU	STM0373		autotransporter outer membrane beta-barrel domain-containing protein	GeneID:1251892
NC_003197	NP_459369.1	yaiV	STM0374		transcriptional regulator	GeneID:1251893
NC_003197	NP_459370.3	ampH	STM0375		penicillin- binding protein	GeneID:1251894
NC_003197	NP_459371.1	sbmA	STM0376		peptide transporter	GeneID:1251895
NC_003197	NP_459372.1	yaiW	STM0377		hypothetical protein	GeneID:1251896
NC_003197	NP_459373.1	yaiY	STM0378		hypothetical protein	GeneID:1251897
NC_003197	NP_459374.1	yaiZ	STM0379		hypothetical protein	GeneID:1251898
NC_003197	NP_459375.1	ddlA	STM0380	6.3.2.4	D-alanine--D-alanine ligase A	GeneID:1251899
NC_003197	NP_459376.1		STM0381		hypothetical protein	GeneID:1251900
NC_003197	NP_459377.1		STM0382		multidrug transporter subunit MdtG	GeneID:1251901
NC_003197	NP_459378.3	yaiB	STM0383		putative cytoplasmic protein	GeneID:1251902
NC_003197	NP_459379.1	psiF	STM0384		hypothetical protein	GeneID:1251903
NC_003197	NP_459380.1	yaiC	STM0385		diguanylate cyclase AdrA	GeneID:1251904
NC_003197	NP_459381.1	proC	STM0386	1.5.1.2	pyrroline-5-carboxylate reductase	GeneID:1251905
NC_003197	NP_459382.1	yaiI	STM0387		hypothetical protein	GeneID:1251906
NC_003197	NP_459383.1	aroL	STM0388	2.7.1.71	shikimate kinase II	GeneID:1251907
NC_003197	NP_459384.1	yaiA	STM0389		hypothetical protein	GeneID:1251908
NC_003197	NP_459385.1	aroM	STM0390		AroM protein	GeneID:1251909
NC_003197	NP_459386.1	yaiE	STM0391		hypothetical protein	GeneID:1251910
NC_003197	NP_459387.1	rdgC	STM0392		recombination-associated protein RdgC	GeneID:1251911
NC_003197	NP_459388.1	yajF	STM0393		fructokinase	GeneID:1251912
NC_003197	NP_459389.1	araJ	STM0394		MFS transporter AraJ	GeneID:1251913
NC_003197	NP_459390.1	sbcC	STM0395		exonuclease subunit SbcC	GeneID:1251914
NC_003197	NP_459391.1	sbcD	STM0396		exonuclease subunit SbcD	GeneID:1251915
NC_003197	NP_459392.1	phoB	STM0397		phosphate regulon transcriptional regulatory protein PhoB	GeneID:1251916
NC_003197	NP_459393.1	phoR	STM0398	2.7.3.-	two-component system sensor histidine kinase PhoR	GeneID:1251917
NC_003197	NP_459394.1	brnQ	STM0399		branched-chain amino acid transport system II carrier protein	GeneID:1251918
NC_003197	NP_459395.1	proY	STM0400		proline-specific permease ProY	GeneID:1251919
NC_003197	NP_459396.1	malZ	STM0401	3.2.1.20	maltodextrin glucosidase	GeneID:1251920
NC_003197	NP_459397.1		STM0402	3.2.1.20	peroxiredoxin	GeneID:1251921
NC_003197	NP_459398.1	yajB	STM0403		ACP phosphodiesterase	GeneID:1251922
NC_003197	NP_459399.1	queA	STM0404	5.-.-.-	S-adenosylmethionine-tRNA ribosyltransferase-isomerase	GeneID:1251923
NC_003197	NP_459400.1	tgt	STM0405	2.4.2.29	tRNA guanosine(34) transglycosylase Tgt	GeneID:1251924
NC_003197	NP_459401.1	yajC	STM0406		preprotein translocase subunit YajC	GeneID:1251925
NC_003197	NP_459402.1	secD	STM0407		protein-export membrane protein SecD	GeneID:1251926
NC_003197	NP_459403.1	secF	STM0408		protein-export membrane protein SecF	GeneID:1251927
NC_003197	NP_459404.1		STM0409		glyoxalase	GeneID:1251928
NC_003197	NP_459405.1		STM0410		DNA-binding transcriptional regulator	GeneID:1251929
NC_003197	NP_459406.1	yajD	STM0411		HNH endonuclease	GeneID:1251930
NC_003197	NP_446866.1		STM0412		putative inner membrane protein	GeneID:2673775
NC_003197	NP_459408.1	tsx	STM0413		nucleoside-specific channel-forming protein Tsx	GeneID:1251932
NC_003197	NP_459409.1	yajI	STM0414		hypothetical protein	GeneID:1251933
NC_003197	NP_459410.1	ybaD	STM0415		transcriptional regulator NrdR	GeneID:1251934
NC_003197	NP_459411.1	ribD	STM0416	1.1.1.193', '3.5.4.26	riboflavin biosynthesis protein RibD	GeneID:1251935
NC_003197	NP_459412.1	ribH	STM0417	2.5.1.9	6,7-dimethyl-8-ribityllumazine synthase	GeneID:1251936
NC_003197	NP_459413.1	nusB	STM0418		N utilization substance protein B	GeneID:1251937
NC_003197	NP_459414.1	thiL	STM0419	2.7.4.16	thiamine-phosphate kinase	GeneID:1251938
NC_003197	NP_459415.1	pgpA	STM0420	3.1.3.27	phosphatidylglycerophosphatase A	GeneID:1251939
NC_003197	NP_459416.1	yajO	STM0421		oxidoreductase	GeneID:1251940
NC_003197	NP_459417.1	dxs	STM0422	2.2.-.-	1-deoxy-D-xylulose-5-phosphate synthase	GeneID:1251941
NC_003197	NP_459418.1	ispA	STM0423	2.5.1.10	(2E,6E)-farnesyl diphosphate synthase	GeneID:1251942
NC_003197	NP_459419.1	xseB	STM0424	3.1.11.6	exodeoxyribonuclease VII small subunit	GeneID:1251943
NC_003197	NP_459420.1	thiI	STM0425		tRNA 4-thiouridine(8) synthase ThiI	GeneID:1251944
NC_003197	NP_459421.1	phnV	STM0426		2-aminoethylphosphonate ABC transport system, membrane component PhnV	GeneID:1251945
NC_003197	NP_459422.1	phnU	STM0427		2-aminoethylphosphonate ABC transporter permease subunit	GeneID:1251946
NC_003197	NP_459423.1	phnT	STM0428		2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT	GeneID:1251947
NC_003197	NP_459424.1	phnS	STM0429		2-aminoethylphosphonate ABC transporter substrate-binding protein	GeneID:1251948
NC_003197	NP_459425.1	phnR	STM0430		phosphonate utilization transcriptional regulator PhnR	GeneID:1251949
NC_003197	NP_459426.1	phnW	STM0431	2.6.1.-	2-aminoethylphosphonate--pyruvate transaminase	GeneID:1251950
NC_003197	NP_459427.1	phnX	STM0432	3.1.3.18	2-aminoethylphosphonate transport	GeneID:1251951
NC_003197	NP_459428.1	thiJ	STM0433		DJ-1 family protein	GeneID:1251952
NC_003197	NP_459429.1	apbA	STM0434	1.1.1.169	2-dehydropantoate 2-reductase	GeneID:1251953
NC_003197	NP_459430.3	yajQ	STM0435		putative cytoplasmic protein	GeneID:1251954
NC_003197	NP_459431.3	yajR	STM0436		putative MFS family transporter	GeneID:1251955
NC_003197	NP_446891.1		STM0436A		IS903 transposase	GeneID:1251956
NC_003197	NP_459433.1		STM0437		hypothetical protein	GeneID:1251957
NC_003197	NP_459434.1		STM0438		putative TPR repeat protein	GeneID:1251958
NC_003197	NP_459435.1	cyoE	STM0439	2.5.1.-	protoheme IX farnesyltransferase	GeneID:1251959
NC_003197	NP_459436.1	cyoD	STM0440		cytochrome o ubiquinol oxidase subunit IV	GeneID:1251960
NC_003197	NP_459437.1	cyoC	STM0441	1.10.3.-', '1.10.2.-	cytochrome o ubiquinol oxidase subunit III	GeneID:1251961
NC_003197	NP_459438.1	cyoB	STM0442	1.10.3.-', '1.10.2.-	cytochrome o ubiquinol oxidase subunit I	GeneID:1251962
NC_003197	NP_459439.1	cyoA	STM0443	1.10.3.-', '1.10.2.-	cytochrome o ubiquinol oxidase subunit II	GeneID:1251963
NC_003197	NP_459440.1	ampG	STM0444		muropeptide transporter AmpG	GeneID:1251964
NC_003197	NP_459441.3	yajG	STM0445		hypothetical protein	GeneID:1251965
NC_003197	NP_459442.1	bolA	STM0446		BolA family transcriptional regulator	GeneID:1251966
NC_003197	NP_459443.1	tig	STM0447		trigger factor	GeneID:1251967
NC_003197	NP_459444.1	clpP	STM0448	3.4.21.92	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP	GeneID:1251968
NC_003197	NP_459445.1	clpX	STM0449		ATP-dependent protease ATP-binding subunit ClpX	GeneID:1251969
NC_003197	NP_459446.1	lon	STM0450	3.4.21.53	endopeptidase La	GeneID:1251970
NC_003197	NP_459447.1	hupB	STM0451		DNA-binding protein HU	GeneID:1251971
NC_003197	NP_459448.1	cypD	STM0452	5.2.1.8	peptidylprolyl isomerase	GeneID:1251972
NC_003197	NP_459449.1	ybaV	STM0453		hypothetical protein	GeneID:1251973
NC_003197	NP_459450.1	ybaW	STM0454		thioesterase	GeneID:1251974
NC_003197	NP_459451.1	ybaX	STM0455		7-cyano-7-deazaguanine synthase QueC	GeneID:1251975
NC_003197	NP_459452.1	ybaE	STM0456		peptide ABC transporter substrate-binding protein	GeneID:1251976
NC_003197	NP_459453.1	cof	STM0457		thiamin pyrimidine pyrophosphate hydrolase	GeneID:1251977
NC_003197	NP_459454.1		STM0458		putative cysteine synthase/cystathionine beta-synthase	GeneID:1251978
NC_003197	NP_459455.1	ybaO	STM0459		transcriptional regulator	GeneID:1251979
NC_003197	NP_459456.1	mdlA	STM0460		multidrug ABC transporter permease/ATP-binding protein	GeneID:1251980
NC_003197	NP_459457.1	mdlB	STM0461		multidrug ABC transporter permease/ATP-binding protein	GeneID:1251981
NC_003197	NP_459458.1	glnK	STM0462		transcriptional regulator	GeneID:1251982
NC_003197	NP_459459.1	amtB	STM0463		ammonium transporter	GeneID:1251983
NC_003197	NP_459460.1	tesB	STM0464	3.1.2.-	acyl-CoA thioesterase II	GeneID:1251984
NC_003197	NP_459461.1	ybaY	STM0465		hypothetical protein	GeneID:1251985
NC_003197	NP_459462.1	ybaZ	STM0466		putative methyltransferase	GeneID:1251986
NC_003197	NP_459463.1	ylaB	STM0468		hypothetical protein	GeneID:1251988
NC_003197	NP_459464.1	rpmE2	STM0469		50S ribosomal protein L31	GeneID:1251989
NC_003197	NP_459465.1	rpmJ2	STM0470		50S ribosomal protein L36	GeneID:1251990
NC_003197	NP_459466.1	ylaC	STM0471		hypothetical protein	GeneID:1251991
NC_003197	NP_459467.1	maa	STM0472	2.3.1.-	maltose O-acetyltransferase	GeneID:1251992
NC_003197	NP_459468.1	hha	STM0473		transcriptional regulator	GeneID:1251993
NC_003197	NP_459469.1	ybaJ	STM0474		Hha toxicity attenuator	GeneID:1251994
NC_003197	NP_459470.1	acrB	STM0475		aminoglycoside/multidrug transporter permease	GeneID:1251995
NC_003197	NP_459471.1	acrA	STM0476		efflux transporter periplasmic adaptor subunit	GeneID:1251996
NC_003197	NP_459472.1	acrR	STM0477		DNA-binding transcriptional repressor AcrR	GeneID:1251997
NC_003197	NP_459473.1	aefA	STM0478		hypothetical protein	GeneID:1251998
NC_003197	NP_459474.1		STM0479		putative transposase	GeneID:1251999
NC_003197	NP_459475.1	ybaM	STM0480		DUF2496 domain-containing protein	GeneID:1252000
NC_003197	NP_459476.1	priC	STM0481		primosomal replication protein N	GeneID:1252001
NC_003197	NP_459477.1	ybaN	STM0482		putative phage gene 58	GeneID:1252002
NC_003197	NP_459478.1	apt	STM0483	2.4.2.7	adenine phosphoribosyltransferase	GeneID:1252003
NC_003197	NP_459479.1	dnaX	STM0484	2.7.7.7	DNA polymerase III subunit gamma/tau	GeneID:1252004
NC_003197	NP_459480.1	ybaB	STM0485		YbaB/EbfC family nucleoid-associated protein	GeneID:1252005
NC_003197	NP_459481.1	recR	STM0486		recombination protein RecR	GeneID:1252006
NC_003197	NP_459482.3	htpG	STM0487		molecular chaperone HtpG	GeneID:1252007
NC_003197	NP_459483.1	adk	STM0488	2.7.4.3	adenylate kinase	GeneID:1252008
NC_003197	NP_459484.1	hemH	STM0489	4.99.1.1	ferrochelatase	GeneID:1252009
NC_003197	NP_459485.1	aes	STM0490	3.1.1.-	acetylesterase	GeneID:1252010
NC_003197	NP_459486.1	gsk	STM0491	2.7.1.73	inosine/guanosine kinase	GeneID:1252011
NC_003197	NP_459487.1	ybaL	STM0492		Kef family K(+) transporter	GeneID:1252012
NC_003197	NP_459488.1	fsr	STM0493		MFS transporter	GeneID:1252013
NC_003197	NP_459489.1	ushA	STM0494	3.1.3.5', '3.6.1.45	"""bifunctional UDP-sugar hydrolase/5'-nucleotidase"""	GeneID:1252014
NC_003197	NP_459490.1	ybaK	STM0495		aminoacyl-tRNA deacylase	GeneID:1252015
NC_003197	NP_459491.1	ybaP	STM0496		polysaccharide biosynthesis protein GumN	GeneID:1252016
NC_003197	NP_459492.1		STM0497		hypothetical protein	GeneID:1252017
NC_003197	NP_459493.1	copA	STM0498	3.6.3.4	Cu+ exporting ATPase	GeneID:1252018
NC_003197	NP_459494.1	cueR	STM0499		Cu(I)-responsive transcriptional regulator	GeneID:1252019
NC_003197	NP_459495.1	ybbJ	STM0500		hypothetical protein	GeneID:1252020
NC_003197	NP_459496.1	ybbK	STM0501		paraslipin	GeneID:1252021
NC_003197	NP_459497.1	ybbL	STM0502		iron ABC transporter ATP-binding protein FetA	GeneID:1252022
NC_003197	NP_459498.1	ybbM	STM0503		iron export ABC transporter permease subunit FetB	GeneID:1252023
NC_003197	NP_459499.1	ybbN	STM0504		co-chaperone YbbN	GeneID:1252024
NC_003197	NP_459500.1	ybbO	STM0505	1.-.-.-	putative oxidoreductase	GeneID:1252025
NC_003197	NP_459501.1	tesA	STM0506	3.1.2.-	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	GeneID:1252026
NC_003197	NP_459502.1	ybbA	STM0507		ABC transporter ATP-binding protein	GeneID:1252027
NC_003197	NP_459503.1	ybbP	STM0508		ABC transporter permease	GeneID:1252028
NC_003197	NP_459504.1		STM0509		hypothetical protein	GeneID:1252029
NC_003197	NP_459505.1	sfbA	STM0510		metal ABC transporter substrate-binding protein	GeneID:1252030
NC_003197	NP_459506.1	sfbB	STM0511		methionine ABC transporter ATP-binding protein	GeneID:1252031
NC_003197	NP_459507.1	sfbC	STM0512		methionine ABC transporter permease	GeneID:1252032
NC_003197	NP_459508.1	ybbB	STM0513		tRNA 2-selenouridine(34) synthase MnmH	GeneID:1252033
NC_003197	NP_459509.1	ybbS	STM0514		transcriptional regulator	GeneID:1252034
NC_003197	NP_459510.1	allA	STM0515		ureidoglycolate hydrolase	GeneID:1252035
NC_003197	NP_459511.1	allR	STM0516		transcriptional regulator	GeneID:1252036
NC_003197	NP_459512.1	gcl	STM0517	4.1.1.47	glyoxylate carboligase	GeneID:1252037
NC_003197	NP_459513.1	gip	STM0518		hydroxypyruvate isomerase	GeneID:1252038
NC_003197	NP_459514.1	glxR	STM0519	1.1.1.60	2-hydroxy-3-oxopropionate reductase	GeneID:1252039
NC_003197	NP_459515.1		STM0520		MFS transporter	GeneID:1252040
NC_003197	NP_459516.1	ybbV	STM0521		putative cytoplasmic protein	GeneID:1252041
NC_003197	NP_459517.1	allP	STM0522		putative NCS1 family, allantoin transport protein	GeneID:1252042
NC_003197	NP_459518.1	allB	STM0523	3.5.2.5	allantoinase	GeneID:1252043
NC_003197	NP_459519.1	ybbY	STM0524		uracil/xanthine transporter	GeneID:1252044
NC_003197	NP_459520.1	glxK	STM0525		glycerate kinase	GeneID:1252045
NC_003197	NP_459521.1	ylbA	STM0526		(S)-ureidoglycine aminohydrolase	GeneID:1252046
NC_003197	NP_459522.1	allC	STM0527	3.5.3.-	allantoate amidohydrolase	GeneID:1252047
NC_003197	NP_459523.1	allD	STM0528		ureidoglycolate dehydrogenase	GeneID:1252048
NC_003197	NP_459524.1	fdrA	STM0529		acyl-CoA synthetase FdrA	GeneID:1252049
NC_003197	NP_459525.1	ylbE	STM0530		hypothetical protein	GeneID:1252050
NC_003197	NP_459526.1	ylbF	STM0531		carboxylase	GeneID:1252051
NC_003197	NP_459527.1	arcC	STM0532	2.7.2.2	putative carbamate kinase	GeneID:1252052
NC_003197	NP_459528.1	purK	STM0533	4.1.1.21	5-(carboxyamino)imidazole ribonucleotide synthase	GeneID:1252053
NC_003197	NP_459529.1	purE	STM0534	4.1.1.21	5-(carboxyamino)imidazole ribonucleotide mutase	GeneID:1252054
NC_003197	NP_459530.1	lpxH	STM0535		UDP-2,3-diacylglucosamine diphosphatase	GeneID:1252055
NC_003197	NP_459531.1	ppiB	STM0536	5.2.1.8	peptidylprolyl isomerase	GeneID:1252056
NC_003197	NP_459532.1	cysS	STM0537	6.1.1.16	cysteine tRNA synthetase	GeneID:1252057
NC_003197	NP_459533.1		STM0538		hypothetical protein	GeneID:1252058
NC_003197	NP_459534.1		STM0539		hypothetical protein	GeneID:1252059
NC_003197	NP_459535.1	ybcI	STM0540		hypothetical protein	GeneID:1252060
NC_003197	NP_459536.1	ybcJ	STM0541		ribosome-associated protein	GeneID:1252061
NC_003197	NP_459537.1	folD	STM0542	1.5.1.5', '3.5.4.9	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	GeneID:1252062
NC_003197	NP_459538.3	fimA	STM0543		type-1 fimbrial protein subunit A	GeneID:1252063
NC_003197	NP_459539.1	fimI	STM0544		fimbrial protein FimI	GeneID:1252064
NC_003197	NP_459540.1	fimC	STM0545		fimbrial chaperone protein FimC	GeneID:1252065
